battery_id,voltage,current,temperature,capacity,cycle_count,status
BATT00535,3.35,0.85,22.5,1035,35,OK
BATT00536,3.36,0.86,22.6,1036,36,OK
BATT00537,3.37,0.87,22.7,1037,37,OK
BATT00538,3.38,0.88,22.8,1038,38,OK
BATT00539,3.39,0.89,22.9,1039,39,OK
BATT00540,3.4,0.9,20.0,1040,40,WARN
BATT00541,3.41,0.91,20.1,1041,41,OK
BATT00542,3.42,0.92,20.2,1042,42,OK
BATT00543,3.43,0.93,20.3,1043,43,OK
BATT00544,3.44,0.94,20.4,1044,44,OK
BATT00545,3.45,0.95,20.5,1045,45,OK
BATT00546,3.46,0.96,20.6,1046,46,OK
BATT00547,3.47,0.97,20.7,1047,47,OK
BATT00548,3.48,0.98,20.8,1048,48,OK
BATT00549,3.49,0.99,20.9,1049,49,OK
BATT00550,3.5,0.5,21.0,1050,50,WARN
BATT00551,3.51,0.51,21.1,1051,51,OK
BATT00552,3.52,0.52,21.2,1052,52,OK
BATT00553,3.53,0.53,21.3,1053,53,OK
BATT00554,3.54,0.54,21.4,1054,54,OK
BATT00555,3.55,0.55,21.5,1055,55,OK
BATT00556,3.56,0.56,21.6,1056,56,OK
BATT00557,3.57,0.57,21.7,1057,57,OK
BATT00558,3.58,0.58,21.8,1058,58,OK
BATT00559,3.59,0.59,21.9,1059,59,OK
BATT00560,3.6,0.6,22.0,1060,60,WARN
BATT00561,3.61,0.61,22.1,1061,61,OK
BATT00562,3.62,0.62,22.2,1062,62,OK
BATT00563,3.63,0.63,22.3,1063,63,OK
BATT00564,3.64,0.64,22.4,1064,64,OK
BATT00565,3.65,0.65,22.5,1065,65,OK
BATT00566,3.66,0.66,22.6,1066,66,OK
BATT00567,3.67,0.67,22.7,1067,67,OK
BATT00568,3.68,0.68,22.8,1068,68,OK
BATT00569,3.69,0.69,22.9,1069,69,OK
BATT00570,3.7,0.7,20.0,1070,70,WARN
BATT00571,3.71,0.71,20.1,1071,71,OK
BATT00572,3.72,0.72,20.2,1072,72,OK
BATT00573,3.73,0.73,20.3,1073,73,OK
BATT00574,3.74,0.74,20.4,1074,74,OK
BATT00575,3.75,0.75,20.5,1075,75,OK
BATT00576,3.76,0.76,20.6,1076,76,OK
BATT00577,3.77,0.77,20.7,1077,77,OK
BATT00578,3.78,0.78,20.8,1078,78,OK
BATT00579,3.79,0.79,20.9,1079,79,OK
BATT00580,3.8,0.8,21.0,1080,80,WARN
BATT00581,3.81,0.81,21.1,1081,81,OK
BATT00582,3.82,0.82,21.2,1082,82,OK
BATT00583,3.83,0.83,21.3,1083,83,OK
BATT00584,3.84,0.84,21.4,1084,84,OK
BATT00585,3.85,0.85,21.5,1085,85,OK
BATT00586,3.86,0.86,21.6,1086,86,OK
BATT00587,3.87,0.87,21.7,1087,87,OK
BATT00588,3.88,0.88,21.8,1088,88,OK
BATT00589,3.89,0.89,21.9,1089,89,OK
BATT00590,3.9,0.9,22.0,1090,90,WARN
BATT00591,3.91,0.91,22.1,1091,91,OK
BATT00592,3.92,0.92,22.2,1092,92,OK
BATT00593,3.93,0.93,22.3,1093,93,OK
BATT00594,3.94,0.94,22.4,1094,94,OK
BATT00595,3.95,0.95,22.5,1095,95,OK
BATT00596,3.96,0.96,22.6,1096,96,OK
BATT00597,3.97,0.97,22.7,1097,97,OK
BATT00598,3.98,0.98,22.8,1098,98,OK
BATT00599,3.99,0.99,22.9,1099,99,OK
BATT00600,3.0,0.5,20.0,1100,0,WARN
BATT00601,3.01,0.51,20.1,1101,1,OK
BATT00602,3.02,0.52,20.2,1102,2,OK
BATT00603,3.03,0.53,20.3,1103,3,OK
BATT00604,3.04,0.54,20.4,1104,4,OK
BATT00605,3.05,0.55,20.5,1105,5,OK
BATT00606,3.06,0.56,20.6,1106,6,OK
BATT00607,3.07,0.57,20.7,1107,7,OK
BATT00608,3.08,0.58,20.8,1108,8,OK
BATT00609,3.09,0.59,20.9,1109,9,OK
BATT00610,3.1,0.6,21.0,1110,10,WARN
BATT00611,3.11,0.61,21.1,1111,11,OK
BATT00612,3.12,0.62,21.2,1112,12,OK
BATT00613,3.13,0.63,21.3,1113,13,OK
BATT00614,3.14,0.64,21.4,1114,14,OK
BATT00615,3.15,0.65,21.5,1115,15,OK
BATT00616,3.16,0.66,21.6,1116,16,OK
BATT00617,3.17,0.67,21.7,1117,17,OK
BATT00618,3.18,0.68,21.8,1118,18,OK
BATT00619,3.19,0.69,21.9,1119,19,OK
BATT00620,3.2,0.7,22.0,1120,20,WARN
BATT00621,3.21,0.71,22.1,1121,21,OK
BATT00622,3.22,0.72,22.2,1122,22,OK
BATT00623,3.23,0.73,22.3,1123,23,OK
BATT00624,3.24,0.74,22.4,1124,24,OK
BATT00625,3.25,0.75,22.5,1125,25,OK
BATT00626,3.26,0.76,22.6,1126,26,OK
BATT00627,3.27,0.77,22.7,1127,27,OK
BATT00628,3.28,0.78,22.8,1128,28,OK
BATT00629,3.29,0.79,22.9,1129,29,OK
BATT00630,3.3,0.8,20.0,1130,30,WARN
BATT00631,3.31,0.81,20.1,1131,31,OK
BATT00632,3.32,0.82,20.2,1132,32,OK
BATT00633,3.33,0.83,20.3,1133,33,OK
BATT00634,3.34,0.84,20.4,1134,34,OK
BATT00635,3.35,0.85,20.5,1135,35,OK
BATT00636,3.36,0.86,20.6,1136,36,OK
BATT00637,3.37,0.87,20.7,1137,37,OK
BATT00638,3.38,0.88,20.8,1138,38,OK
BATT00639,3.39,0.89,20.9,1139,39,OK
BATT00640,3.4,0.9,21.0,1140,40,WARN
BATT00641,3.41,0.91,21.1,1141,41,OK
BATT00642,3.42,0.92,21.2,1142,42,OK
BATT00643,3.43,0.93,21.3,1143,43,OK
BATT00644,3.44,0.94,21.4,1144,44,OK
BATT00645,3.45,0.95,21.5,1145,45,OK
BATT00646,3.46,0.96,21.6,1146,46,OK
BATT00647,3.47,0.97,21.7,1147,47,OK
BATT00648,3.48,0.98,21.8,1148,48,OK
BATT00649,3.49,0.99,21.9,1149,49,OK
BATT00650,3.5,0.5,22.0,1150,50,WARN
BATT00651,3.51,0.51,22.1,1151,51,OK
BATT00652,3.52,0.52,22.2,1152,52,OK
BATT00653,3.53,0.53,22.3,1153,53,OK
BATT00654,3.54,0.54,22.4,1154,54,OK
BATT00655,3.55,0.55,22.5,1155,55,OK
BATT00656,3.56,0.56,22.6,1156,56,OK
BATT00657,3.57,0.57,22.7,1157,57,OK
BATT00658,3.58,0.58,22.8,1158,58,OK
BATT00659,3.59,0.59,22.9,1159,59,OK
BATT00660,3.6,0.6,20.0,1160,60,WARN
BATT00661,3.61,0.61,20.1,1161,61,OK
BATT00662,3.62,0.62,20.2,1162,62,OK
BATT00663,3.63,0.63,20.3,1163,63,OK
BATT00664,3.64,0.64,20.4,1164,64,OK
BATT00665,3.65,0.65,20.5,1165,65,OK
BATT00666,3.66,0.66,20.6,1166,66,OK
BATT00667,3.67,0.67,20.7,1167,67,OK
BATT00668,3.68,0.68,20.8,1168,68,OK
BATT00669,3.69,0.69,20.9,1169,69,OK
BATT00670,3.7,0.7,21.0,1170,70,WARN
BATT00671,3.71,0.71,21.1,1171,71,OK
BATT00672,3.72,0.72,21.2,1172,72,OK
BATT00673,3.73,0.73,21.3,1173,73,OK
BATT00674,3.74,0.74,21.4,1174,74,OK
BATT00675,3.75,0.75,21.5,1175,75,OK
BATT00676,3.76,0.76,21.6,1176,76,OK
BATT00677,3.77,0.77,21.7,1177,77,OK
BATT00678,3.78,0.78,21.8,1178,78,OK
BATT00679,3.79,0.79,21.9,1179,79,OK
BATT00680,3.8,0.8,22.0,1180,80,WARN
BATT00681,3.81,0.81,22.1,1181,81,OK
BATT00682,3.82,0.82,22.2,1182,82,OK
BATT00683,3.83,0.83,22.3,1183,83,OK
BATT00684,3.84,0.84,22.4,1184,84,OK
BATT00685,3.85,0.85,22.5,1185,85,OK
BATT00686,3.86,0.86,22.6,1186,86,OK
BATT00687,3.87,0.87,22.7,1187,87,OK
BATT00688,3.88,0.88,22.8,1188,88,OK
BATT00689,3.89,0.89,22.9,1189,89,OK
BATT00690,3.9,0.9,20.0,1190,90,WARN
BATT00691,3.91,0.91,20.1,1191,91,OK
BATT00692,3.92,0.92,20.2,1192,92,OK
BATT00693,3.93,0.93,20.3,1193,93,OK
BATT00694,3.94,0.94,20.4,1194,94,OK
BATT00695,3.95,0.95,20.5,1195,95,OK
BATT00696,3.96,0.96,20.6,1196,96,OK
BATT00697,3.97,0.97,20.7,1197,97,OK
BATT00698,3.98,0.98,20.8,1198,98,OK
BATT00699,3.99,0.99,20.9,1199,99,OK
BATT00700,3.0,0.5,21.0,1200,0,WARN
BATT00701,3.01,0.51,21.1,1201,1,OK
BATT00702,3.02,0.52,21.2,1202,2,OK
BATT00703,3.03,0.53,21.3,1203,3,OK
BATT00704,3.04,0.54,21.4,1204,4,OK
BATT00705,3.05,0.55,21.5,1205,5,OK
BATT00706,3.06,0.56,21.6,1206,6,OK
BATT00707,3.07,0.57,21.7,1207,7,OK
BATT00708,3.08,0.58,21.8,1208,8,OK
BATT00709,3.09,0.59,21.9,1209,9,OK
BATT00710,3.1,0.6,22.0,1210,10,WARN
BATT00711,3.11,0.61,22.1,1211,11,OK
BATT00712,3.12,0.62,22.2,1212,12,OK
BATT00713,3.13,0.63,22.3,1213,13,OK
BATT00714,3.14,0.64,22.4,1214,14,OK
BATT00715,3.15,0.65,22.5,1215,15,OK
BATT00716,3.16,0.66,22.6,1216,16,OK
BATT00717,3.17,0.67,22.7,1217,17,OK
BATT00718,3.18,0.68,22.8,1218,18,OK
BATT00719,3.19,0.69,22.9,1219,19,OK
BATT00720,3.2,0.7,20.0,1220,20,WARN
BATT00721,3.21,0.71,20.1,1221,21,OK
BATT00722,3.22,0.72,20.2,1222,22,OK
BATT00723,3.23,0.73,20.3,1223,23,OK
BATT00724,3.24,0.74,20.4,1224,24,OK
BATT00725,3.25,0.75,20.5,1225,25,OK
BATT00726,3.26,0.76,20.6,1226,26,OK
BATT00727,3.27,0.77,20.7,1227,27,OK
BATT00728,3.28,0.78,20.8,1228,28,OK
BATT00729,3.29,0.79,20.9,1229,29,OK
BATT00730,3.3,0.8,21.0,1230,30,WARN
BATT00731,3.31,0.81,21.1,1231,31,OK
BATT00732,3.32,0.82,21.2,1232,32,OK
BATT00733,3.33,0.83,21.3,1233,33,OK
BATT00734,3.34,0.84,21.4,1234,34,OK
BATT00735,3.35,0.85,21.5,1235,35,OK
BATT00736,3.36,0.86,21.6,1236,36,OK
BATT00737,3.37,0.87,21.7,1237,37,OK
BATT00738,3.38,0.88,21.8,1238,38,OK
BATT00739,3.39,0.89,21.9,1239,39,OK
BATT00740,3.4,0.9,22.0,1240,40,WARN
BATT00741,3.41,0.91,22.1,1241,41,OK
BATT00742,3.42,0.92,22.2,1242,42,OK
BATT00743,3.43,0.93,22.3,1243,43,OK
BATT00744,3.44,0.94,22.4,1244,44,OK
BATT00745,3.45,0.95,22.5,1245,45,OK
BATT00746,3.46,0.96,22.6,1246,46,OK
BATT00747,3.47,0.97,22.7,1247,47,OK
BATT00748,3.48,0.98,22.8,1248,48,OK
BATT00749,3.49,0.99,22.9,1249,49,OK
BATT00750,3.5,0.5,20.0,1250,50,WARN
BATT00751,3.51,0.51,20.1,1251,51,OK
BATT00752,3.52,0.52,20.2,1252,52,OK
BATT00753,3.53,0.53,20.3,1253,53,OK
BATT00754,3.54,0.54,20.4,1254,54,OK
BATT00755,3.55,0.55,20.5,1255,55,OK
BATT00756,3.56,0.56,20.6,1256,56,OK
BATT00757,3.57,0.57,20.7,1257,57,OK
BATT00758,3.58,0.58,20.8,1258,58,OK
BATT00759,3.59,0.59,20.9,1259,59,OK
BATT00760,3.6,0.6,21.0,1260,60,WARN
BATT00761,3.61,0.61,21.1,1261,61,OK
BATT00762,3.62,0.62,21.2,1262,62,OK
BATT00763,3.63,0.63,21.3,1263,63,OK
BATT00764,3.64,0.64,21.4,1264,64,OK
BATT00765,3.65,0.65,21.5,1265,65,OK
BATT00766,3.66,0.66,21.6,1266,66,OK
BATT00767,3.67,0.67,21.7,1267,67,OK
BATT00768,3.68,0.68,21.8,1268,68,OK
BATT00769,3.69,0.69,21.9,1269,69,OK
BATT00770,3.7,0.7,22.0,1270,70,WARN
BATT00771,3.71,0.71,22.1,1271,71,OK
BATT00772,3.72,0.72,22.2,1272,72,OK
BATT00773,3.73,0.73,22.3,1273,73,OK
BATT00774,3.74,0.74,22.4,1274,74,OK
BATT00775,3.75,0.75,22.5,1275,75,OK
BATT00776,3.76,0.76,22.6,1276,76,OK
BATT00777,3.77,0.77,22.7,1277,77,OK
BATT00778,3.78,0.78,22.8,1278,78,OK
BATT00779,3.79,0.79,22.9,1279,79,OK
BATT00780,3.8,0.8,20.0,1280,80,WARN
BATT00781,3.81,0.81,20.1,1281,81,OK
BATT00782,3.82,0.82,20.2,1282,82,OK
BATT00783,3.83,0.83,20.3,1283,83,OK
BATT00784,3.84,0.84,20.4,1284,84,OK
BATT00785,3.85,0.85,20.5,1285,85,OK
BATT00786,3.86,0.86,20.6,1286,86,OK
BATT00787,3.87,0.87,20.7,1287,87,OK
BATT00788,3.88,0.88,20.8,1288,88,OK
BATT00789,3.89,0.89,20.9,1289,89,OK
BATT00790,3.9,0.9,21.0,1290,90,WARN
BATT00791,3.91,0.91,21.1,1291,91,OK
BATT00792,3.92,0.92,21.2,1292,92,OK
BATT00793,3.93,0.93,21.3,1293,93,OK
BATT00794,3.94,0.94,21.4,1294,94,OK
BATT00795,3.95,0.95,21.5,1295,95,OK
BATT00796,3.96,0.96,21.6,1296,96,OK
BATT00797,3.97,0.97,21.7,1297,97,OK
BATT00798,3.98,0.98,21.8,1298,98,OK
BATT00799,3.99,0.99,21.9,1299,99,OK
BATT00800,3.0,0.5,22.0,1300,0,WARN
BATT00801,3.01,0.51,22.1,1301,1,OK
BATT00802,3.02,0.52,22.2,1302,2,OK
BATT00803,3.03,0.53,22.3,1303,3,OK
BATT00804,3.04,0.54,22.4,1304,4,OK
BATT00805,3.05,0.55,22.5,1305,5,OK
BATT00806,3.06,0.56,22.6,1306,6,OK
BATT00807,3.07,0.57,22.7,1307,7,OK
BATT00808,3.08,0.58,22.8,1308,8,OK
BATT00809,3.09,0.59,22.9,1309,9,OK
BATT00810,3.1,0.6,20.0,1310,10,WARN
BATT00811,3.11,0.61,20.1,1311,11,OK
BATT00812,3.12,0.62,20.2,1312,12,OK
BATT00813,3.13,0.63,20.3,1313,13,OK
BATT00814,3.14,0.64,20.4,1314,14,OK
BATT00815,3.15,0.65,20.5,1315,15,OK
BATT00816,3.16,0.66,20.6,1316,16,OK
BATT00817,3.17,0.67,20.7,1317,17,OK
BATT00818,3.18,0.68,20.8,1318,18,OK
BATT00819,3.19,0.69,20.9,1319,19,OK
BATT00820,3.2,0.7,21.0,1320,20,WARN
BATT00821,3.21,0.71,21.1,1321,21,OK
BATT00822,3.22,0.72,21.2,1322,22,OK
BATT00823,3.23,0.73,21.3,1323,23,OK
BATT00824,3.24,0.74,21.4,1324,24,OK
BATT00825,3.25,0.75,21.5,1325,25,OK
BATT00826,3.26,0.76,21.6,1326,26,OK
BATT00827,3.27,0.77,21.7,1327,27,OK
BATT00828,3.28,0.78,21.8,1328,28,OK
BATT00829,3.29,0.79,21.9,1329,29,OK
BATT00830,3.3,0.8,22.0,1330,30,WARN
BATT00831,3.31,0.81,22.1,1331,31,OK
BATT00832,3.32,0.82,22.2,1332,32,OK
BATT00833,3.33,0.83,22.3,1333,33,OK
BATT00834,3.34,0.84,22.4,1334,34,OK
BATT00835,3.35,0.85,22.5,1335,35,OK
BATT00836,3.36,0.86,22.6,1336,36,OK
BATT00837,3.37,0.87,22.7,1337,37,OK
BATT00838,3.38,0.88,22.8,1338,38,OK
BATT00839,3.39,0.89,22.9,1339,39,OK
BATT00840,3.4,0.9,20.0,1340,40,WARN
BATT00841,3.41,0.91,20.1,1341,41,OK
BATT00842,3.42,0.92,20.2,1342,42,OK
BATT00843,3.43,0.93,20.3,1343,43,OK
BATT00844,3.44,0.94,20.4,1344,44,OK
BATT00845,3.45,0.95,20.5,1345,45,OK
BATT00846,3.46,0.96,20.6,1346,46,OK
BATT00847,3.47,0.97,20.7,1347,47,OK
BATT00848,3.48,0.98,20.8,1348,48,OK
BATT00849,3.49,0.99,20.9,1349,49,OK
BATT00850,3.5,0.5,21.0,1350,50,WARN
BATT00851,3.51,0.51,21.1,1351,51,OK
BATT00852,3.52,0.52,21.2,1352,52,OK
BATT00853,3.53,0.53,21.3,1353,53,OK
BATT00854,3.54,0.54,21.4,1354,54,OK
BATT00855,3.55,0.55,21.5,1355,55,OK
BATT00856,3.56,0.56,21.6,1356,56,OK
BATT00857,3.57,0.57,21.7,1357,57,OK
BATT00858,3.58,0.58,21.8,1358,58,OK
BATT00859,3.59,0.59,21.9,1359,59,OK
BATT00860,3.6,0.6,22.0,1360,60,WARN
BATT00861,3.61,0.61,22.1,1361,61,OK
BATT00862,3.62,0.62,22.2,1362,62,OK
BATT00863,3.63,0.63,22.3,1363,63,OK
BATT00864,3.64,0.64,22.4,1364,64,OK
BATT00865,3.65,0.65,22.5,1365,65,OK
BATT00866,3.66,0.66,22.6,1366,66,OK
BATT00867,3.67,0.67,22.7,1367,67,OK
BATT00868,3.68,0.68,22.8,1368,68,OK
BATT00869,3.69,0.69,22.9,1369,69,OK
BATT00870,3.7,0.7,20.0,1370,70,WARN
BATT00871,3.71,0.71,20.1,1371,71,OK
BATT00872,3.72,0.72,20.2,1372,72,OK
BATT00873,3.73,0.73,20.3,1373,73,OK
BATT00874,3.74,0.74,20.4,1374,74,OK
BATT00875,3.75,0.75,20.5,1375,75,OK
BATT00876,3.76,0.76,20.6,1376,76,OK
BATT00877,3.77,0.77,20.7,1377,77,OK
BATT00878,3.78,0.78,20.8,1378,78,OK
BATT00879,3.79,0.79,20.9,1379,79,OK
BATT00880,3.8,0.8,21.0,1380,80,WARN
BATT00881,3.81,0.81,21.1,1381,81,OK
BATT00882,3.82,0.82,21.2,1382,82,OK
BATT00883,3.83,0.83,21.3,1383,83,OK
BATT00884,3.84,0.84,21.4,1384,84,OK
BATT00885,3.85,0.85,21.5,1385,85,OK
BATT00886,3.86,0.86,21.6,1386,86,OK
BATT00887,3.87,0.87,21.7,1387,87,OK
BATT00888,3.88,0.88,21.8,1388,88,OK
BATT00889,3.89,0.89,21.9,1389,89,OK
BATT00890,3.9,0.9,22.0,1390,90,WARN
BATT00891,3.91,0.91,22.1,1391,91,OK
BATT00892,3.92,0.92,22.2,1392,92,OK
BATT00893,3.93,0.93,22.3,1393,93,OK
BATT00894,3.94,0.94,22.4,1394,94,OK
BATT00895,3.95,0.95,22.5,1395,95,OK
BATT00896,3.96,0.96,22.6,1396,96,OK
BATT00897,3.97,0.97,22.7,1397,97,OK
BATT00898,3.98,0.98,22.8,1398,98,OK
BATT00899,3.99,0.99,22.9,1399,99,OK
BATT00900,3.0,0.5,20.0,1400,0,WARN
BATT00901,3.01,0.51,20.1,1401,1,OK
BATT00902,3.02,0.52,20.2,1402,2,OK
BATT00903,3.03,0.53,20.3,1403,3,OK
BATT00904,3.04,0.54,20.4,1404,4,OK
BATT00905,3.05,0.55,20.5,1405,5,OK
BATT00906,3.06,0.56,20.6,1406,6,OK
BATT00907,3.07,0.57,20.7,1407,7,OK
BATT00908,3.08,0.58,20.8,1408,8,OK
BATT00909,3.09,0.59,20.9,1409,9,OK
BATT00910,3.1,0.6,21.0,1410,10,WARN
BATT00911,3.11,0.61,21.1,1411,11,OK
BATT00912,3.12,0.62,21.2,1412,12,OK
BATT00913,3.13,0.63,21.3,1413,13,OK
BATT00914,3.14,0.64,21.4,1414,14,OK
BATT00915,3.15,0.65,21.5,1415,15,OK
BATT00916,3.16,0.66,21.6,1416,16,OK
BATT00917,3.17,0.67,21.7,1417,17,OK
BATT00918,3.18,0.68,21.8,1418,18,OK
BATT00919,3.19,0.69,21.9,1419,19,OK
BATT00920,3.2,0.7,22.0,1420,20,WARN
BATT00921,3.21,0.71,22.1,1421,21,OK
BATT00922,3.22,0.72,22.2,1422,22,OK
BATT00923,3.23,0.73,22.3,1423,23,OK
BATT00924,3.24,0.74,22.4,1424,24,OK
BATT00925,3.25,0.75,22.5,1425,25,OK
BATT00926,3.26,0.76,22.6,1426,26,OK
BATT00927,3.27,0.77,22.7,1427,27,OK
BATT00928,3.28,0.78,22.8,1428,28,OK
BATT00929,3.29,0.79,22.9,1429,29,OK
BATT00930,3.3,0.8,20.0,1430,30,WARN
BATT00931,3.31,0.81,20.1,1431,31,OK
BATT00932,3.32,0.82,20.2,1432,32,OK
BATT00933,3.33,0.83,20.3,1433,33,OK
BATT00934,3.34,0.84,20.4,1434,34,OK
BATT00935,3.35,0.85,20.5,1435,35,OK
BATT00936,3.36,0.86,20.6,1436,36,OK
BATT00937,3.37,0.87,20.7,1437,37,OK
BATT00938,3.38,0.88,20.8,1438,38,OK
BATT00939,3.39,0.89,20.9,1439,39,OK
BATT00940,3.4,0.9,21.0,1440,40,WARN
BATT00941,3.41,0.91,21.1,1441,41,OK
BATT00942,3.42,0.92,21.2,1442,42,OK
BATT00943,3.43,0.93,21.3,1443,43,OK
BATT00944,3.44,0.94,21.4,1444,44,OK
BATT00945,3.45,0.95,21.5,1445,45,OK
BATT00946,3.46,0.96,21.6,1446,46,OK
BATT00947,3.47,0.97,21.7,1447,47,OK
BATT00948,3.48,0.98,21.8,1448,48,OK
BATT00949,3.49,0.99,21.9,1449,49,OK
BATT00950,3.5,0.5,22.0,1450,50,WARN
BATT00951,3.51,0.51,22.1,1451,51,OK
BATT00952,3.52,0.52,22.2,1452,52,OK
BATT00953,3.53,0.53,22.3,1453,53,OK
BATT00954,3.54,0.54,22.4,1454,54,OK
BATT00955,3.55,0.55,22.5,1455,55,OK
BATT00956,3.56,0.56,22.6,1456,56,OK
BATT00957,3.57,0.57,22.7,1457,57,OK
BATT00958,3.58,0.58,22.8,1458,58,OK
BATT00959,3.59,0.59,22.9,1459,59,OK
BATT00960,3.6,0.6,20.0,1460,60,WARN
BATT00961,3.61,0.61,20.1,1461,61,OK
BATT00962,3.62,0.62,20.2,1462,62,OK
BATT00963,3.63,0.63,20.3,1463,63,OK
BATT00964,3.64,0.64,20.4,1464,64,OK
BATT00965,3.65,0.65,20.5,1465,65,OK
BATT00966,3.66,0.66,20.6,1466,66,OK
BATT00967,3.67,0.67,20.7,1467,67,OK
BATT00968,3.68,0.68,20.8,1468,68,OK
BATT00969,3.69,0.69,20.9,1469,69,OK
BATT00970,3.7,0.7,21.0,1470,70,WARN
BATT00971,3.71,0.71,21.1,1471,71,OK
BATT00972,3.72,0.72,21.2,1472,72,OK
BATT00973,3.73,0.73,21.3,1473,73,OK
BATT00974,3.74,0.74,21.4,1474,74,OK
BATT00975,3.75,0.75,21.5,1475,75,OK
BATT00976,3.76,0.76,21.6,1476,76,OK
BATT00977,3.77,0.77,21.7,1477,77,OK
BATT00978,3.78,0.78,21.8,1478,78,OK
BATT00979,3.79,0.79,21.9,1479,79,OK
BATT00980,3.8,0.8,22.0,1480,80,WARN
BATT00981,3.81,0.81,22.1,1481,81,OK
BATT00982,3.82,0.82,22.2,1482,82,OK
BATT00983,3.83,0.83,22.3,1483,83,OK
BATT00984,3.84,0.84,22.4,1484,84,OK
BATT00985,3.85,0.85,22.5,1485,85,OK
BATT00986,3.86,0.86,22.6,1486,86,OK
BATT00987,3.87,0.87,22.7,1487,87,OK
BATT00988,3.88,0.88,22.8,1488,88,OK
BATT00989,3.89,0.89,22.9,1489,89,OK
BATT00990,3.9,0.9,20.0,1490,90,WARN
BATT00991,3.91,0.91,20.1,1491,91,OK
BATT00992,3.92,0.92,20.2,1492,92,OK
BATT00993,3.93,0.93,20.3,1493,93,OK
BATT00994,3.94,0.94,20.4,1494,94,OK
BATT00995,3.95,0.95,20.5,1495,95,OK
BATT00996,3.96,0.96,20.6,1496,96,OK
BATT00997,3.97,0.97,20.7,1497,97,OK
BATT00998,3.98,0.98,20.8,1498,98,OK
BATT00999,3.99,0.99,20.9,1499,99,OK
BATT01000,3.0,0.5,21.0,1000,0,WARN
BATT01001,3.01,0.51,21.1,1001,1,OK
BATT01002,3.02,0.52,21.2,1002,2,OK
BATT01003,3.03,0.53,21.3,1003,3,OK
BATT01004,3.04,0.54,21.4,1004,4,OK
BATT01005,3.05,0.55,21.5,1005,5,OK
BATT01006,3.06,0.56,21.6,1006,6,OK
BATT01007,3.07,0.57,21.7,1007,7,OK
BATT01008,3.08,0.58,21.8,1008,8,OK
BATT01009,3.09,0.59,21.9,1009,9,OK
BATT01010,3.1,0.6,22.0,1010,10,WARN
BATT01011,3.11,0.61,22.1,1011,11,OK
BATT01012,3.12,0.62,22.2,1012,12,OK
BATT01013,3.13,0.63,22.3,1013,13,OK
BATT01014,3.14,0.64,22.4,1014,14,OK
BATT01015,3.15,0.65,22.5,1015,15,OK
BATT01016,3.16,0.66,22.6,1016,16,OK
BATT01017,3.17,0.67,22.7,1017,17,OK
BATT01018,3.18,0.68,22.8,1018,18,OK
BATT01019,3.19,0.69,22.9,1019,19,OK
BATT01020,3.2,0.7,20.0,1020,20,WARN
BATT01021,3.21,0.71,20.1,1021,21,OK
BATT01022,3.22,0.72,20.2,1022,22,OK
BATT01023,3.23,0.73,20.3,1023,23,OK
BATT01024,3.24,0.74,20.4,1024,24,OK
BATT01025,3.25,0.75,20.5,1025,25,OK
BATT01026,3.26,0.76,20.6,1026,26,OK
BATT01027,3.27,0.77,20.7,1027,27,OK
BATT01028,3.28,0.78,20.8,1028,28,OK
BATT01029,3.29,0.79,20.9,1029,29,OK
BATT01030,3.3,0.8,21.0,1030,30,WARN
BATT01031,3.31,0.81,21.1,1031,31,OK
BATT01032,3.32,0.82,21.2,1032,32,OK
BATT01033,3.33,0.83,21.3,1033,33,OK
BATT01034,3.34,0.84,21.4,1034,34,OK
BATT01035,3.35,0.85,21.5,1035,35,OK
BATT01036,3.36,0.86,21.6,1036,36,OK
BATT01037,3.37,0.87,21.7,1037,37,OK
BATT01038,3.38,0.88,21.8,1038,38,OK
BATT01039,3.39,0.89,21.9,1039,39,OK
BATT01040,3.4,0.9,22.0,1040,40,WARN
BATT01041,3.41,0.91,22.1,1041,41,OK
BATT01042,3.42,0.92,22.2,1042,42,OK
BATT01043,3.43,0.93,22.3,1043,43,OK
BATT01044,3.44,0.94,22.4,1044,44,OK
BATT01045,3.45,0.95,22.5,1045,45,OK
BATT01046,3.46,0.96,22.6,1046,46,OK
BATT01047,3.47,0.97,22.7,1047,47,OK
BATT01048,3.48,0.98,22.8,1048,48,OK
BATT01049,3.49,0.99,22.9,1049,49,OK
BATT01050,3.5,0.5,20.0,1050,50,WARN
BATT01051,3.51,0.51,20.1,1051,51,OK
BATT01052,3.52,0.52,20.2,1052,52,OK
BATT01053,3.53,0.53,20.3,1053,53,OK
BATT01054,3.54,0.54,20.4,1054,54,OK
BATT01055,3.55,0.55,20.5,1055,55,OK
BATT01056,3.56,0.56,20.6,1056,56,OK
BATT01057,3.57,0.57,20.7,1057,57,OK
BATT01058,3.58,0.58,20.8,1058,58,OK
BATT01059,3.59,0.59,20.9,1059,59,OK
BATT01060,3.6,0.6,21.0,1060,60,WARN
BATT01061,3.61,0.61,21.1,1061,61,OK
BATT01062,3.62,0.62,21.2,1062,62,OK
BATT01063,3.63,0.63,21.3,1063,63,OK
BATT01064,3.64,0.64,21.4,1064,64,OK
BATT01065,3.65,0.65,21.5,1065,65,OK
BATT01066,3.66,0.66,21.6,1066,66,OK
BATT01067,3.67,0.67,21.7,1067,67,OK
BATT01068,3.68,0.68,21.8,1068,68,OK
BATT01069,3.69,0.69,21.9,1069,69,OK
